37.500000,225.255615,1.000000,1
7.833333,122.648880,0.636364,1
14.285714,141.151962,0.454545,1
3.400000,493.254517,0.818182,1
6.166667,112.669342,0.181818,1
1.900000,231.125824,0.363636,1
0.800000,507.641785,0.454545,1
20.666666,156.318832,0.090909,1
4.000000,376.906616,1.000000,1
1.900000,746.506470,1.000000,1
5.333333,139.431702,0.909091,1
3.714286,292.846649,0.727273,1
1.000000,837.117126,1.000000,1
2.600000,980.102112,1.000000,1
11.428572,265.217407,0.727273,1
46.500000,33.660271,0.363636,1
6.888889,114.659088,0.909091,1
3.750000,549.299744,0.909091,1
24.799999,445.934692,1.000000,1
22.400000,222.773102,1.000000,1
2.600000,193.833359,0.636364,1
3.700000,247.830521,1.000000,1
21.000000,15.560526,0.272727,1
4.625000,213.287354,0.909091,1
11.750000,82.074486,0.545455,1
7.900000,592.933960,1.000000,1
15.000000,134.346573,0.636364,1
4.000000,18.091599,0.636364,1
9.100000,128.558136,1.000000,1
22.000000,33.418320,0.545455,1
15.571428,23.270037,0.727273,1
9.000000,152.750397,0.818182,1
5.400000,158.134842,1.000000,1
1.800000,316.617157,1.000000,1
1.500000,70.249268,0.363636,1
4.571429,198.209045,0.727273,1
5.900000,378.463409,1.000000,1
53.857143,73.148590,0.818182,1
30.900000,322.690674,1.000000,1
0.300000,722.098083,1.000000,1
144.666672,4.591134,0.454545,1
22.500000,11.708890,0.545455,1
95.555557,22.936626,1.000000,1
127.666664,79.634331,0.454545,1
32.099998,79.298409,1.000000,1
7.375000,160.092972,0.818182,1
78.599998,17.718925,0.636364,1
41.200001,72.476898,1.000000,1
6.300000,148.630493,1.000000,1
61.857143,44.240669,0.818182,1
5.700000,105.903320,1.000000,1
25.375000,60.059372,0.818182,1
9.888889,165.681976,0.909091,1
48.666668,13.940617,0.727273,1
11.166667,23.021301,0.727273,1
4.888889,13.100553,0.909091,1
7.500000,41.735279,0.636364,1
6.700000,110.060059,1.000000,1
5.000000,116.999542,0.818182,1
8.875000,119.715935,1.000000,1
5.300000,145.374573,1.000000,1
46.000000,7.333684,0.363636,1
9.750000,67.305252,0.818182,1
90.666664,41.782505,0.818182,1
8.875000,23.354731,0.909091,1
4.900000,60.599842,1.000000,1
9.000000,42.797932,1.000000,1
7.333333,57.944191,1.000000,1
11.750000,104.873215,1.000000,1
53.900002,280.263153,1.000000,1
23.299999,868.942444,1.000000,1
0.500000,1240.134888,1.000000,1
5.300000,318.712585,1.000000,1
11.500000,52.241138,1.000000,1
6.750000,69.412308,0.909091,1
3.333333,61.717018,0.727273,1
9.600000,17.645023,0.818182,1
3.625000,112.336700,0.909091,1
11.000000,34.759964,0.818182,1
1.714286,58.246994,0.727273,1
48.500000,218.025543,1.000000,1
59.375000,134.058228,1.000000,1
4.666667,362.675171,0.727273,1
12.600000,208.220596,0.636364,1
56.299999,241.805756,1.000000,1
6.000000,296.449585,1.000000,1
12.375000,73.333305,0.727273,1
0.000000,0.000000,0.000000,1
5.500000,62.278019,1.000000,1
8.666667,32.665627,0.545455,1
10.600000,284.462036,1.000000,1
20.285715,72.630318,0.636364,1
3.900000,424.783234,1.000000,1
6.125000,133.328506,1.000000,1
7.700000,77.024300,1.000000,1
5.500000,17.338533,0.727273,1
4.200000,301.935669,1.000000,1
4.200000,33.468296,1.000000,1
9.000000,82.594536,1.000000,1
10.200000,136.966293,1.000000,1
1.600000,329.350128,1.000000,1
8.600000,108.435638,1.000000,1
5.400000,137.937042,1.000000,1
15.777778,273.933319,0.818182,1
5.666667,239.750580,0.636364,1
1.777778,235.273102,0.909091,1
2.700000,210.159363,1.000000,1
6.000000,5.436973,0.181818,1
76.111115,134.590683,1.000000,1
90.900002,205.358383,1.000000,1
13.500000,110.541901,1.000000,1
135.666672,30.011406,0.636364,1
11.666667,16.081894,0.727273,1
6.375000,64.067444,0.818182,1
9.444445,100.042046,1.000000,1
12.000000,99.479523,0.818182,1
8.888889,77.328705,1.000000,1
9.300000,66.738533,1.000000,1
2.000000,365.094849,1.000000,1
27.000000,20.375439,0.454545,1
20.000000,21.771706,0.727273,1
8.888889,157.421204,1.000000,1
5.100000,404.984161,1.000000,1
7.400000,220.622070,1.000000,1
4.800000,109.422005,1.000000,1
9.285714,85.015343,0.727273,1
51.666668,76.367378,0.727273,1
172.571426,63.802658,0.727273,1
8.285714,123.203239,0.727273,1
7.400000,507.859344,1.000000,1
5.800000,396.809113,1.000000,1
7.333333,148.481705,0.636364,1
44.000000,14.064737,0.454545,1
5.700000,416.682312,1.000000,1
4.900000,459.609497,1.000000,1
9.857142,96.560417,0.818182,1
56.000000,1.303526,0.454545,1
15.100000,357.594696,1.000000,1
9.900000,153.190689,1.000000,1
10.333333,91.415253,0.636364,1
15.333333,124.349419,0.636364,1
10.750000,272.906067,0.818182,1
7.800000,974.421143,1.000000,1
25.166666,267.321075,0.727273,1
8.800000,97.135628,1.000000,1
7.500000,52.493324,0.909091,1
2.666667,12.484452,0.636364,1
57.099998,190.703430,1.000000,1
5.500000,264.802704,1.000000,1
4.600000,182.080276,1.000000,1
20.125000,165.789078,1.000000,1
8.800000,110.959671,1.000000,1
33.700001,118.873711,1.000000,1
47.500000,45.261059,1.000000,1
47.000000,194.065140,1.000000,1
107.400002,30.314764,0.636364,1
8.500000,146.938293,0.636364,1
5.000000,308.136536,0.727273,1
59.599998,197.928467,1.000000,1
9.888889,114.865891,1.000000,1
2.500000,63.704346,0.363636,1
16.714285,166.672852,0.818182,1
8.600000,298.851013,1.000000,1
1.875000,133.242935,0.818182,1
4.750000,252.201706,1.000000,1
5.875000,174.308899,0.818182,1
8.428572,242.231384,0.727273,1
0.600000,1001.739075,1.000000,1
1.500000,459.163666,0.727273,1
6.000000,392.918945,1.000000,1
6.750000,114.404541,0.545455,1
5.800000,295.974579,1.000000,1
4.700000,183.438065,1.000000,1
3.500000,461.273621,1.000000,1
6.200000,498.497772,1.000000,1
2.300000,366.844360,1.000000,1
0.000000,0.000000,0.000000,0
2.800000,40.476292,0.909091,0
8.250000,32.168961,0.545455,0
8.500000,2.583525,0.545455,0
5.166667,7.749367,0.818182,0
26.750000,13.229606,0.454545,0
0.000000,0.000000,0.000000,0
4.333333,31.525118,1.000000,0
0.000000,0.000000,0.000000,0
15.000000,8.012028,0.545455,0
4.200000,44.787708,0.545455,0
16.400000,30.776995,0.818182,0
0.000000,1.731661,0.090909,0
2.875000,31.707869,0.363636,0
0.000000,0.000000,0.363636,0
12.750000,17.767357,0.545455,0
0.000000,0.000000,0.000000,0
10.000000,12.232360,0.272727,0
4.750000,45.315502,0.909091,0
12.285714,18.597536,0.909091,0
6.666667,37.487019,1.000000,0
15.833333,13.976725,1.000000,0
11.444445,34.487263,0.909091,0
8.000000,12.379285,0.363636,0
0.000000,0.461339,0.000000,0
1.500000,12.553238,0.545455,0
10.000000,32.650730,1.000000,0
3.500000,81.693604,0.454545,0
0.000000,0.000000,0.000000,0
0.000000,0.000000,0.000000,0
5.500000,51.648521,0.727273,0
0.000000,0.609773,0.090909,0
2.000000,45.150883,0.818182,0
3.000000,31.653471,0.181818,0
15.333333,9.399311,0.818182,0
7.000000,15.353006,1.000000,0
5.333333,8.907592,0.818182,0
4.428571,43.803371,0.909091,0
1.888889,41.974972,1.000000,0
0.000000,0.858481,0.090909,0
9.250000,14.795391,0.636364,0
1.000000,22.671526,0.909091,0
1.500000,3.416744,0.363636,0
1.666667,17.880905,0.636364,0
2.000000,17.923393,0.909091,0
3.000000,2.561742,0.636364,0
11.125000,18.717485,0.818182,0
4.666667,7.328104,1.000000,0
2.000000,4.209499,0.545455,0
1.750000,40.698006,0.454545,0
2.888889,77.165054,1.000000,0
3.600000,7.913365,0.818182,0
26.000000,3.430996,0.454545,0
8.500000,2.418413,0.000000,0
5.200000,7.525523,0.545455,0
10.000000,11.096437,0.818182,0
0.000000,16.740944,0.272727,0
